name,author,narrator,time,releasedate,language,stars,price,ratings
ProBlogger,"Darren Rowse,Chris Garrett",Erik Synnestvedt,420,2010-07-30,English,4.5,610.00,2
Software Engineering at Google,"Titus Winters,Tom Manshreck,Hyrum Wright",Mark Sando,1416,2021-02-05,English,5.0,"1,675.00",7
Monolith to Microservices,Sam Newman,Mitchell Dorian,405,2021-02-27,English,4.5,"1,340.00",16
Data Science for Business,"Foster Provost,Tom Fawcett",Benjamin Lange,766,2021-02-05,English,4.5,"1,675.00",5
Managing Humans,Michael Lopp,TJJohnson,339,2020-05-27,English,4.5,836.00,10
Accelerate: Building and Scaling High Performing Technology Organizations,"Nicole Forsgren Ph D,Jez Humble,Gene Kim",Nicole Forsgren,298,2018-03-28,English,4.5,501.00,13
Fanatical Prospecting,Jeb Blount,"Jeb Blount,Jeremy Arthur",501,2016-06-28,English,4.5,668.00,35
The Complete Software Developer's Career Guide,John Sonmez,John Sonmez,1204,2017-12-21,English,5.0,"1,003.00",5
Clean Code,Robert C.Martin,Theodore O'Brien,349,2021-02-27,English,4.5,"1,340.00",10
"Coaching Agile Teams: A Companion for ScrumMasters, Agile Coaches, and Project Managers in Transition",Lyssa Adkins,Lyssa Adkins,837,2021-12-07,English,5.0,836.00,2
The Man Who Solved the Market,Gregory Zuckerman,Will Damron,644,2019-11-07,English,4.5,888.00,188
"The Pragmatic Programmer: 20th Anniversary Edition, 2nd Edition","David Thomas,Andrew Hunt",Anna Katarina,595,2019-12-26,English,5.0,668.00,46
Fundamentals of Software Architecture,"Mark Richards,Neal Ford",Benjamin Lange,790,2021-02-27,English,4.5,"1,675.00",16
Making Numbers Count,"Chip Heath,Karla Starr",Kathe Mazur,275,2022-01-13,English,4.0,615.00,4
Agile Project Management for Dummies,Mark C.Layton,Sean Pratt,615,2017-02-10,English,4.5,656.00,11
Laws of UX,Jon Yablonski,Jason Leikam,180,2021-07-27,English,4.5,"1,005.00",2
Liminal Thinking,"Dave Gray,Richard Saul Wurman-foreword",Dan Woren,189,2017-03-07,English,4.5,585.00,61
Creative Selection,Ken Kocienda,Ken Kocienda,448,2018-09-06,English,4.5,323.00,22
The Clean Coder,Robert C.Martin,Theodore O'Brien,372,2021-02-27,English,4.5,"1,340.00",8
Agile Project Management,Homer Herring,Nicholas Smith,239,2019-12-10,English,4.0,501.00,1
Python Computer Programming for Beginners Step by Step,Thomas J.Stephenson,Harry Thomson,276,2020-06-03,English,5.0,501.00,1
Clean Agile,Robert C.Martin,Theodore O'Brien,353,2021-02-27,English,3.0,"1,340.00",1
Enterprise Agility,"Sunil Mundra,Dr.Linda Rising-foreword,Guo Xiao-foreword",Steven Jay Cohen,867,2019-07-02,English,4.5,703.00,3
Lost and Founder,Rand Fishkin,Rand Fishkin,541,2018-06-07,English,4.5,683.00,20
User Story Mapping,"Jeff Patton,Peter Economy-foreword",Roy Mc Crerey,499,2021-01-26,English,4.5,"1,340.00",5
The Launch Pad,Randall Stross,RenéRuiz,529,2012-10-02,English,4.5,"1,005.00",3
Hackers & Painters,Paul Graham,Mark Sando,464,2021-03-17,English,5.0,"1,340.00",1
Lean UX: Designing Great Products with Agile Teams (Second Edition),"Jeff Gothelf,Josh Seiden",Douglas Martin,296,2021-02-16,English,5.0,"1,340.00",3
Programming Interviews for Dummies,"John Sonmez,Eric Butow",Mike Carnes,446,2020-07-14,English,3.0,586.00,2
Computer Programming: The Bible,Cyber Punk Architects,Adam Johnson,186,2019-01-03,English,3.0,501.00,3
Lean Enterprise,"Jez Humble,Joanne Molesky,Barry O'Reilly",Mike Lenz,663,2020-07-21,English,5.0,703.00,2
Minecraft,"Linus Larsson,Daniel Goldberg,Jennifer Hawkins-translator",Jonathan Davis,307,2014-02-25,English,5.0,668.00,1
Press Reset,Jason Schreier,Ray Chase,494,2021-05-18,English,4.5,500.00,4
Breaking the Code,Bobby Davis Jr.,Jay Aaseng,170,2020-06-26,English,5.0,469.00,1
Average Joe,Shawn Livermore,Mike Lenz,969,2020-12-01,English,5.0,820.00,4
Spam Nation,Brian Krebs,Christopher Lane,526,2014-11-18,English,5.0,703.00,1
Hello World,Hannah Fry,Hannah Fry,411,2018-08-23,English,4.5,820.00,21
Understanding Software,Max Kanat-Alexander,Steve Menasche,364,2019-06-28,English,3.0,586.00,2
The Messy Middle,Scott Belsky,Scott Belsky,662,2018-10-09,English,4.5,752.00,6
Org Design for Design Orgs,"Peter Merholz,Kristin Skinner",TJJohnson,357,2021-03-26,English,5.0,"1,340.00",1
Transformational Speaking,Gail Larsen,Gail Larsen,393,2009-04-01,English,4.0,670.00,1
Let It Go,Dame Stephanie Shirley CH,Rachel Atkins,686,2019-04-04,English,4.0,752.00,1
Eleventh Hour CISSP®,"Eric Conrad,Seth Misenar,Joshua Feldman",Matthew E.Kelly,604,2021-01-11,English,5.0,836.00,3
Essential CISSP Exam Guide: Updated for the 2018 CISSP Body of Knowledge,Phil Martin,Phil Martin,1020,2018-10-17,English,5.0,836.00,7
(ISC)2 CCSP Certified Cloud Security Professional Official Study Guide,Ben Malisow,Daniel Henning,973,2021-03-30,English,4.0,703.00,1
Sandworm,Andy Greenberg,Mark Bramhall,722,2019-11-05,English,4.5,"1,131.00",11
Ghost in the Wires,"Kevin Mitnick,William L.Simon",Ray Porter,839,2011-08-15,English,5.0,843.00,23
The Pentester BluePrint,"Phillip L.Wylie,Kim Crawley",Matthew Josdal,382,2021-03-30,English,5.0,586.00,2
The Truth Machine: The Blockchain and the Future of Everything,"Michael J.Casey,Paul Vigna",Sean Runnette,624,2018-03-22,English,4.5,492.00,2
DeFi and the Future of Finance,"Campbell R.Harvey,Ashwin Ramachandran,Joey Santoro",Davidde Vries,234,2021-09-21,English,3.0,586.00,2
Black Code,Ronald J.Deibert,Ronald J.Deibert,553,2017-09-04,English,5.0,668.00,1
Cybersecurity Essentials,"Charles J.Brooks,Christopher Grow,Philip Craig,",Ryan Burke,1047,2018-10-30,English,5.0,"1,003.00",2
Hacking with Kali Linux,Grzegorz Nowak,Jordan Blom,202,2019-11-27,English,1.0,501.00,1
Hacking the Hacker,Roger A.Grimes,Jonathan Todd Ross,646,2019-10-08,English,4.5,586.00,2
Customer Data and Privacy,Harvard Business Review,"Christopher Grove,Janet Metzger",176,2020-09-22,English,5.0,351.00,1
Investigating Cryptocurrencies,Nick Furneaux,Christopher Grove,622,2019-12-03,English,5.0,586.00,1
Blockchain and the Law,"Primavera De Filippi,Aaron Wright",Teri Schnaubelt,535,2018-08-21,English,4.0,703.00,2
The Cuckoo's Egg,Cliff Stoll,Will Damron,766,2020-01-31,English,4.5,703.00,9
Dawn of the Code War,"John P.Carlin,Garrett M.Graff",Kevin Stillwell,1019,2018-10-16,English,3.0,500.00,1
Data for the People,Andreas S.Weigend,Barry Abrams,627,2017-01-31,English,4.0,703.00,1
Cyber Wars,Charles Arthur,Joe Jameson,460,2018-08-09,English,5.0,569.00,1
The Art of the Steal,Frank W.Abagnale,Barrett Whitener,497,2002-09-13,English,5.0,843.00,1
No Place to Hide,Glenn Greenwald,L.J.Ganser,589,2014-08-19,English,4.5,668.00,6
Scam Me If You Can,Frank Abagnale,Jason Culp,551,2019-08-27,English,5.0,"1,005.00",2
Blockchain Success Stories,"Sir John Hargrave,Evan Karnoupakis","Sir John Hargrave,Evan Karnoupakis",438,2020-11-26,English,3.5,586.00,6
Cypherpunks,Julian Assange,Tom Pile,253,2013-06-10,English,5.0,602.00,1
Surveillance Valley,Yasha Levine,LJGanser,642,2018-03-20,English,5.0,836.00,1
A Leader’s Guide to Cybersecurity,"Thomas J.Parenty,Jack J.Domet",Jonathan Todd Ross,347,2019-12-03,English,4.0,586.00,1
Viral Parenting,Mindy Mc Knight,"Mindy Mc Knight,Shaun Mc Knight,Brooklyn Mc Knight,",448,2019-04-30,English,5.0,500.00,2
The Personal MBA: Master the Art of Business,Josh Kaufman,Josh Kaufman,925,2012-09-04,English,4.5,836.00,90
No Calculator? No Problem!,"Art Benjamin,The Great Courses",Art Benjamin,346,2019-09-17,English,5.0,"1,003.00",21
The Algebra of Happiness,Scott Galloway,Scott Galloway,215,2019-06-13,English,4.5,615.00,29
Learn like a Pro,"Barbara Oakley Ph D,Olav Schewe",Robert Petkoff,218,2021-06-01,English,4.5,74.00,34
Make It Stick,Peter C.Brown,Qarie Marshall,514,2014-07-23,English,4.5,"1,172.00",69
Romancing the Balance Sheet,Anil Lamba,Avinash Kumar Singh,327,2017-10-04,English,4.5,727.00,136
Storyworthy,"Matthew Dicks,Dan Kennedy-foreword","Matthew Dicks,John Glouchevitch",601,2018-08-27,English,4.5,"1,005.00",94
Leaders Eat Last,Simon Sinek,Simon Sinek,562,2016-11-03,English,4.5,820.00,206
The Montessori Toddler,Simone Davies,Susie Berneis,442,2019-10-22,English,4.5,"1,172.00",16
Pedagogy of the Oppressed: 50th Anniversary Edition,"Paulo Freire,Myra Bergman Ramos-translator,Donaldo Macedo-foreword,",Dennis Kleinman,461,2018-10-23,English,5.0,469.00,1
How Children Learn (50th anniversary edition),John Holt,Matthew Kugler,565,2017-08-08,English,4.0,500.00,5
"Ready, Study, Go!","Khurshed Batliwala,Dinesh Ghodke",Subhav Kher,317,2019-02-11,English,4.5,284.00,7
"You, Your Child and School","Ken Robinson,Lou Aronica",Ken Robinson,451,2018-03-13,English,5.0,683.00,8
The Conquest of Happiness,Bertrand Russell,Chris Lutkin,418,2019-03-13,English,5.0,"1,172.00",5
Art & Fear,"David Bayles,Ted Orland",Arthur Morey,188,2012-04-23,English,4.5,469.00,8
The Right Choice,Shiv Shivakumar,"Shiv Shivakumar,Shenaaz Merchant,Zubin Balaporia,",444,2021-06-04,English,4.5,879.00,19
Corporate Finance,Greg Shields,"Michael Reaves,Eric Burr",751,2018-10-10,English,5.0,836.00,1
Beyond Good and Evil,Friedrich Nietzsche,Steven Van Doren,489,2009-08-03,English,4.5,836.00,5
The 5 Love Languages of Children,"Gary Chapman,Ross Campbell",Chris Fabry,348,2015-12-27,English,5.0,656.00,21
The Absorbent Mind,Maria Montessori,Grace B.Jarnson,666,2020-09-18,English,5.0,938.00,3
The Squiggly Career,"Helen Tupper,Sarah Ellis","Helen Tupper,Sarah Ellis",327,2020-01-09,English,4.0,888.00,1
Critical Thinking Skills for Dummies,Martin Cohen,Eric Martin,690,2018-12-18,English,5.0,703.00,1
Word Smart,"The Princeton Review,Julian Fleisher",Living Language,276,2001-12-07,English,5.0,753.00,10
Maxims for Thinking Analytically,"Dan Levy,Larry Summers-foreword",Barry Abrams,265,2021-09-28,English,5.0,586.00,2
The Start Up of You,"Reid Hoffman,Ben Casnocha",Kaleo Griffith,401,2013-02-07,English,4.5,683.00,11
Russia and the Soviet Union,Ralph Raico,"Harry Reasoner,Peter Hackes,Richard C.Hottelet",175,2006-06-26,English,5.0,333.00,1
"You Are Your Child's First Teacher, Third Edition",Rahima Baldwin Dancy,Amanda Ronconi,645,2018-11-06,English,5.0,586.00,1
"Hypnotherapy: Methods, Techniques and Philosophies of Freddy Jacquin",Mr.Freddy HJacquin B.Sc,Freddy HJacquin,417,2018-09-20,English,5.0,668.00,1
Word Smart II,"The Princeton Review,Julian Fleisher","Adam Robinson,Living Language",328,2002-01-11,English,5.0,753.00,1
Sri Aurobindo & India's Rebirth,Michel Danino,Raja Sevak,483,2018-12-08,English,5.0,394.00,8
PMP Exam Prep: Scenario and Knowledge Based Questions and Answers: Based on PMBOK Guide 6th Edition,Andrew Ramdayal,Mike Odgren,409,2019-05-22,English,5.0,668.00,3
The Promise That Changes Everything,Nancy Kline,Nancy Kline,565,2020-10-29,English,5.0,888.00,1
"Super Learning (Science of Accelerated Learning, 2nd Edition)",Peter Hollins,Russell Newton,255,2021-03-17,English,5.0,501.00,1
How to Raise Successful People,Esther Wojcicki,Andrea Gallo,651,2019-05-02,English,4.5,752.00,14
The Gift of Dyslexia,"Ronald D.Davis,Eldon Braun","Ronald D.Davis,Dr.Joan Smith,K.C.Jones",267,2007-12-28,English,4.0,937.00,2
Remember It!,"Nelson Dellis,Sanjay Gupta MD-foreword",Matthew Josdal,408,2018-09-25,English,4.5,586.00,3
Prepared,Diane Tavenner,Pamela Dillman,442,2019-09-17,English,4.5,879.00,52
Teaching to Transgress,bellhooks,Robin Miles,448,2017-11-17,English,5.0,668.00,1
Failure to Disrupt,Justin Reich,Eric Michael Summerer,533,2021-07-06,English,4.5,586.00,2
Montessori for Every Family,"Tim Seldin,Lorna Mc Grath",Alana Maria,367,2021-08-05,English,5.0,888.00,1
Cynical Theories,"Helen Pluckrose,James Lindsay",Helen Pluckrose,572,2020-10-19,English,4.5,668.00,5
You Are Born to Blossom,A.P.JAbdul Kalam,Nadir Khan,234,2018-08-10,English,5.0,216.00,7
Alexander the Great,Arrian,Charlton Griffin,716,2004-01-29,English,5.0,836.00,2
"Analytics: Data Science, Data Analysis and Predictive Analytics for Business",Daniel Covington,Martin James,350,2017-02-21,English,3.0,668.00,1
Academia Next,Bryan Alexander,William Sarris,521,2021-06-15,English,5.0,703.00,1
How to Win at College,Cal Newport,Roger Wayne,222,2020-02-11,English,4.0,469.00,5
The Road to Character,David Brooks,"Arthur Morey,David Brooks",737,2016-08-11,English,5.0,820.00,4
ADD-Friendly Ways to Organize Your Life: Second Edition,"Judith Kolberg,Kathleen G.Nadeau Ph D",Marguerite Gavin,539,2017-10-19,English,5.0,656.00,1
Propaganda,"Edward Bernays,Mark Crispin Miller-introduction",Grover Gardner,282,2017-07-25,English,4.5,585.00,5
How to Be a High School Superstar,Cal Newport,Roger Wayne,477,2020-02-28,English,5.0,586.00,2
Write No Matter What,Joli Jensen,Pam Ward,389,2019-09-10,English,5.0,586.00,4
Mind Mapping,Kam Knight,Jim DJohnston,300,2017-04-10,English,4.0,668.00,7
An Early Start for Your Child with Autism,"Sally J.Rogers Ph D,Geraldine Dawson Ph D,Laurie A.Vismara Ph D",Ann Marie Lee,1052,2018-03-06,English,4.0,703.00,1
Mindshift,Barbara Oakley Ph D,Barbara Oakley Ph D,590,2017-04-18,English,4.5,"1,005.00",6
What Great Principals Do Differently,Todd Whitaker,Steve Marvel,265,2019-01-29,English,5.0,469.00,2
The Five Elements of Effective Thinking,"Edward B.Burger,Michael Starbird",Brian Troxell,189,2012-09-19,English,4.5,501.00,32
How to Study,Ron Fry,Patrick Lawlor,404,2016-01-04,English,4.5,703.00,3
Why Don't Students Like School?,Daniel T.Willingham,Paul Costanzo,411,2011-09-12,English,4.5,820.00,4
"Essential Grammar, 3rd Revised Edition",Natasha Terk,Emily Durante,384,2018-11-06,English,4.0,586.00,3
Dialogues of Plato,Plato,Pat Bottino,351,2099-12-29,English,5.0,668.00,4
101 Answers for New Teachers and Their Mentors,Annette Breaux,Lisa Flanagan,374,2018-12-12,English,5.0,469.00,2
Middle School Matters,Phyllis L.Fagell,Lauren Mc Cullough,539,2019-08-06,English,4.0,500.00,1
Hover Car Racer,Matthew Reilly,Sean Mangan,625,2006-07-20,English,5.0,"1,171.00",1
A PhD Is Not Enough!,Peter J.Feibelman,Peter J.Feibelman,185,2020-07-01,English,5.0,500.00,1
Distracted,James M.Lang,Caitlin Davies,514,2020-10-20,English,5.0,500.00,1
The Case Against Education,Bryan Caplan,Allan Robertson,660,2018-05-01,English,5.0,836.00,4
There's No Such Thing as Bad Weather,LindaÅkeson Mc Gurk,Ann Richardson,519,2017-10-03,English,4.0,668.00,2
Lean In for Graduates,Sheryl Sandberg,Elisa Donovan,574,2014-04-08,English,4.5,879.00,2
"Change Your Brain, Change Your Grades",Daniel G.Amen MD,"Chloe Amen,Daniel Amen,Alize Castellanos",395,2019-10-15,English,4.0,586.00,3
Happy Teachers Change the World,"Thich Nhat Hanh,Katherine Weare,Jon Kabat-Zinn-foreword","Rachael Beresford,Paul Brion",732,2019-12-24,English,5.0,703.00,2
Dr. Montessori’s Own Handbook,Maria Montessori,Anne Hancock,152,2020-04-17,English,5.0,335.00,2
Mathematical Mindsets,"Jo Boaler,Carol Dweck-Foreword",Pearl Hewitt,526,2020-03-10,English,5.0,703.00,5
The Coddling of the American Mind,"Jonathan Haidt,Greg Lukianoff",Jonathan Haidt,606,2018-10-25,English,4.5,820.00,17
How to Write a Thesis,Umberto Eco,Sean Pratt,495,2015-04-17,English,4.0,656.00,1
10 Steps to Earning Awesome Grades (While Studying Less),Thomas Frank,Thomas Frank,146,2018-07-30,English,4.5,335.00,6
Don't Pay for Your MBA,Laurie Pickard,Marguerite Gavin,311,2017-10-09,English,5.0,656.00,1
Princess in the Spotlight,Meg Cabot,Anne Hathaway,293,2003-11-14,English,5.0,651.00,1
The First Days of School,"Harry K.Wong,Rosemary T.Wong",Patrick Lawlor,711,2015-06-02,English,5.0,938.00,1
The Prosperity Factor,"Joe Vitale,otherleadingexperts","Rose Itzcovitz,Carol Dines,Derek Shetterly,",597,2017-01-13,English,4.0,820.00,1
Teach Like Finland,Timothy D.Walker,Walter Dixon,336,2017-03-29,English,4.0,656.00,1
This Is Water,David Foster Wallace,Amy Wallace-Havens,23,2009-04-08,English,4.5,500.00,2
Alpha Money Strategies : AMS's Guide to Financial & Mental Freedom,Alpha Male Strategies,Gregory Sutton,338,2019-07-18,English,5.0,668.00,1
Be Different,John Elder Robison,John Elder Robison,361,2011-03-22,English,5.0,879.00,1
How to Teach Relativity to Your Dog,Chad Orzel,"Will Collyer,Cassandra Morris",594,2020-02-11,English,4.5,500.00,2
Harvard Business School Confidential,Emily Chan,Nancy Wu,528,2020-07-09,English,5.0,836.00,1
Grammar Smart,The Princeton Review,Living Language,118,2002-02-15,English,4.5,753.00,2
Free to Learn,Peter Gray,Dan Woren,597,2018-03-26,English,4.5,500.00,6
The Courage to Teach,Parker J.Palmer,Stefan Rudnicki,513,2009-07-06,English,5.0,702.00,2
Back to Normal,Enrico Gnaulati,Matthew Kugler,511,2013-09-17,English,5.0,668.00,4
Mathematics for Human Flourishing,"Francis Su,Christopher Jackson-contributor",David Sadzin,412,2020-05-29,English,4.0,586.00,2
Smart but Stuck,Thomas E.Brown,Joe Bronzi,504,2020-07-27,English,5.0,668.00,1
Creating Cultures of Thinking,Ron Ritchhart,Chris Sorensen,824,2019-08-20,English,5.0,703.00,1
Not for Profit,Martha C.Nussbaum,Tamara Marston,320,2016-03-04,English,3.0,668.00,2
Culturally Responsive Teaching and the Brain,Zaretta L.Hammond,Alita Bruce,446,2018-05-10,English,5.0,668.00,1
Dumbing Us Down,John Taylor Gatto,Michael Puttonen,199,2012-05-09,English,4.5,501.00,3
Radical Transformational Leadership,Monica Sharma,Robert Sherwood,748,2019-03-05,English,3.5,"1,505.00",2
Being and Time,Martin Heidegger,"Martyn Swain,Taylor Carman",1398,2020-01-29,English,5.0,"1,605.00",1
Late-Talking Children,Stephen M.Camarata,Dana Hickox,389,2015-08-25,English,4.0,703.00,2
Raising Lions,Joe Newman,Joe Newman,323,2019-07-16,English,5.0,668.00,1
Expert Secrets - Critical Thinking,Maxwell Jensen,Joseph Thorson,81,2021-04-22,English,2.0,305.00,1
"Those Who Can, Teach",Andria Zafirakou,Andria Zafirakou,394,2021-04-15,English,5.0,645.00,1
Boys Adrift,Leonard Sax,Allan Robertson,498,2017-06-27,English,5.0,500.00,2
The Great Expectations School,Dan Brown,Gregory St.John,594,2013-01-27,English,5.0,668.00,1
Chadwick's College Checklist 2 Steps w/Tips on How to Cut College Costs,Charles Chadwick Jr.,Jermaine Mc Neese,44,2021-06-22,English,3.0,164.00,1
Define and Deliver Exceptional Customer Service,Dr.Kelly Henry,Millian Quinteros,168,2021-01-28,English,5.0,351.00,1
Your Defiant Child,"Russell A.Barkley Ph D,Christine M.Benton",Pam Ward,536,2017-10-17,English,5.0,938.00,1
"Word Smart, Genius Edition","The Princeton Review,Michael Freedman","Julian Fleisher,Michael Freedman",283,2002-04-05,English,4.5,753.00,3
What Great Teachers Do Differently,Todd Whitaker,Al Kessel,231,2019-01-29,English,4.0,351.00,1
Weapons of Mass Instruction,John Taylor Gatto,Michael Puttonen,512,2013-02-26,English,5.0,938.00,1
Grey Sunshine,Sandeep Rai,Anuj Datta,587,2020-07-31,English,4.5,668.00,2
The Formula,"Ronald F.Ferguson,Tatsha Robertson",Cynthia Farrell,604,2019-02-05,English,2.0,"1,005.00",1
A Synthesizing Mind,Howard Gardner,Graham Winton,448,2020-10-09,English,4.0,703.00,1
The Complete Idiot's Guide to Psychology,Joni E.Johnston Psy D,Laurence Bouvard,1021,2020-02-13,English,5.0,"1,093.00",1
Learning by Heart,Tony Wagner,Tony Wagner,580,2020-04-07,English,5.0,"1,005.00",1
Expert,Roger Kneebone,Roger Kneebone,495,2020-08-27,English,4.5,888.00,3
Letters to a Young Therapist,Mary Pipher,Eliza Foss,294,2020-07-01,English,5.0,500.00,2
How to Get People to Do Stuff,Susan M.Weinschenk,Jo Anna Perrin,437,2013-09-09,English,5.0,702.00,1
I Am My Brand,Kubi Springer,"Kubi Springer,Stephanie Racine",570,2020-03-26,English,5.0,759.00,1
Unschooled,"Kerry Mcdonald,Peter Grey Ph D",Lesa Lockford,579,2019-05-07,English,1.0,"1,172.00",1
The Principal,Michael Fullan,Don Hagen,243,2015-08-26,English,5.0,586.00,1
One Rental at a Time,Michael Zuber,Rob Drex,234,2020-02-12,English,3.0,501.00,1
The Intellectual Lives of Children,Susan Engel,Randye Kaye,431,2021-01-05,English,4.0,586.00,2
Human Work in the Age of Smart Machines,Jamie Merisotis,Malcolm Hillgartner,390,2020-10-06,English,3.5,585.00,2
Spare Parts,Joshua Davis,Will Damron,411,2014-12-02,English,5.0,134.00,1
Attack of the Teenage Brain,John Medina,John Medina,376,2018-05-03,English,5.0,702.00,1
The Well Educated Mind,Susan Wise Bauer,Suzanne Toren,1165,2013-11-19,English,2.0,"1,003.00",1
You Know You Love Me,Cecilyvon Ziegesar,Edwina Wren,363,2008-01-31,English,5.0,702.00,1
Teaching from Rest,Sarah Mackenzie,Sarah Mackenzie,159,2016-09-22,English,4.5,233.00,3
Wild Ride,Adam Lashinsky,Adam Lashinsky,457,2017-05-25,English,4.5,683.00,3
The Secrets of Droon,Tony Abbott,Oliver Wyman,195,2003-12-28,English,5.0,628.00,1
The Middle East,Wendy Mc Elroy,"Harry Reasoner,Peter Hackes,Richard C.Hottelet",162,2006-06-26,English,3.0,333.00,1
The Mystery of the Aleph,Amir D.Aczel,Henry Leyva,325,2001-08-20,English,5.0,626.00,1
